id,A1,A2,A3,A4,A5,A6,A7,A8
27444,28,89,94,30,18,57,7,16
34805,30,98,32,46,65,52,11,60
9041,66,51,13,96,29,51,75,60
6051,28,4,36,63,79,78,0,33
5462,32,91,45,43,51,57,10,60
42083,84,34,8,73,43,50,97,85
49181,30,33,14,41,92,97,68,16
22547,8,34,1,98,86,71,56,38
611,21,5,86,99,38,61,82,17
42251,99,81,32,24,29,4,46,32
22690,55,76,63,84,98,68,93,75
43382,89,84,8,3,81,59,26,23
4986,35,39,80,73,20,3,62,55
39156,7,70,91,73,40,43,90,24
43428,75,2,89,16,16,89,71,77
36910,16,32,98,24,78,51,53,17
11836,70,99,11,48,57,69,15,79
20118,61,76,44,1,79,96,54,21
8052,18,74,7,47,60,72,97,34
25819,29,89,26,36,68,83,81,41
45786,92,13,55,24,26,46,33,36
11928,99,95,43,11,43,95,92,63
34677,0,26,40,14,25,78,38,47
1018,34,26,29,76,3,50,89,4
40956,74,28,60,38,99,20,45,40
43140,48,36,35,43,44,37,74,72
36094,87,51,87,89,70,38,69,47
40934,13,81,69,34,25,55,82,52
49448,68,97,94,7,43,84,24,70
20662,66,88,1,9,34,3,65,68
7994,11,12,62,38,60,84,19,66
27838,36,57,95,66,15,60,22,15
17529,71,13,27,45,55,74,7,11
8816,52,59,66,58,56,29,71,36
27364,75,9,86,4,52,42,43,66
46296,11,94,39,74,89,14,88,99
17330,2,89,62,96,92,64,90,7
9030,61,71,87,38,99,96,94,54
49622,42,51,25,94,56,84,14,59
43625,47,6,83,13,86,93,59,95
41564,54,61,18,89,50,96,43,43
6764,62,80,51,72,66,35,75,66
16948,99,88,28,62,70,34,68,8
31746,31,4,82,84,48,12,1,43
36319,33,43,66,93,88,43,63,68
1518,68,47,26,92,69,59,73,3
33376,85,56,85,58,97,33,75,72
29729,85,94,58,16,2,82,73,8
34319,41,94,48,5,70,44,34,75
12706,33,8,40,67,92,36,73,66
30479,29,68,78,71,27,67,40,69
21624,84,96,31,87,78,13,67,23
25869,96,82,49,68,81,85,56,51
49106,14,62,14,65,52,60,67,78
14631,86,56,33,27,62,87,74,99
27542,46,68,25,40,22,23,98,81
19015,54,90,95,45,25,62,91,27
7933,39,80,82,58,89,72,81,1
9867,47,22,84,64,26,50,75,99
30867,76,32,82,75,51,41,92,41
20501,34,64,67,55,72,14,87,35
95,30,67,93,64,25,57,52,81
4201,80,92,71,73,4,27,55,65
303,53,10,82,35,91,52,55,90
47051,84,40,76,5,84,66,75,99
47700,83,97,83,63,26,78,72,95
19824,14,28,56,69,84,35,70,72
36373,76,62,47,23,18,61,81,30
36988,7,57,97,1,23,4,57,49
37952,37,95,18,70,95,90,38,3
7550,54,2,12,84,68,5,74,81
45891,14,49,14,80,58,68,25,50
28562,23,38,59,49,50,7,79,64
8095,32,11,12,43,12,61,58,0
11771,99,27,32,96,90,72,92,77
23600,36,22,41,63,43,54,33,32
15581,93,98,77,19,47,93,38,41
12929,16,0,97,9,11,81,86,19
41865,87,34,37,4,92,80,48,64
34321,98,85,79,92,3,58,65,5
28979,2,93,45,80,75,67,58,5
2752,30,76,85,2,43,61,29,69
21953,68,23,12,33,65,37,90,80
33726,63,0,24,77,40,53,12,9
7129,52,50,9,90,63,53,88,66
25877,35,13,22,93,9,96,47,23
3049,21,31,74,71,28,75,34,16
34076,24,57,37,23,42,56,5,15
20249,70,45,57,98,95,40,74,62
49639,68,73,13,11,61,11,30,37
48736,0,64,33,62,11,52,90,8
17894,3,26,70,13,6,80,2,67
8464,96,4,65,78,84,15,95,62
35566,45,85,24,37,81,58,18,15
33786,32,7,21,2,46,24,3,56
11192,48,80,94,99,55,63,68,36
47776,15,69,16,69,11,32,5,97
30453,96,65,83,79,97,36,4,19
39047,36,99,13,3,94,92,98,58
1043,63,40,3,50,10,72,56,34
19715,12,62,21,8,9,31,64,7
42105,62,32,14,53,59,20,6,54
46955,99,94,27,97,57,5,19,58
43198,31,89,11,98,23,97,49,67
5459,30,66,46,46,48,29,60,79
11925,75,35,19,45,54,53,35,45
47719,77,33,30,43,23,23,61,95
12760,27,8,60,69,68,27,90,54
41549,85,51,75,48,95,95,0,81
32258,40,9,37,38,9,33,63,84
20629,39,83,24,76,38,15,46,52
8230,36,53,91,70,79,6,97,68
24384,79,40,5,96,30,45,87,12
41484,24,57,19,73,58,73,57,27
30460,4,62,67,6,19,4,53,24
37141,48,15,94,22,0,22,81,67
15011,93,24,33,28,33,75,40,91
40383,51,16,16,68,19,26,44,53
36711,57,97,73,93,22,67,64,73
30436,67,81,68,22,30,7,89,77
28154,19,40,20,87,64,31,59,47
20922,17,86,15,57,13,22,9,21
8959,50,33,42,55,6,55,1,32
36817,90,66,82,75,20,25,95,90
42938,64,40,99,71,57,73,38,24
45410,91,50,56,45,93,35,13,1
15837,31,35,97,25,99,87,79,42
46988,0,27,87,76,81,22,88,60
43641,25,22,66,45,41,57,91,38
40128,10,10,18,96,47,55,7,6
47442,65,58,75,30,34,11,15,42
14477,47,62,59,0,67,55,72,54
24450,88,53,2,37,59,80,75,67
7296,38,47,57,77,25,96,40,77
25338,4,48,7,85,59,52,22,88
42439,69,94,81,92,64,21,38,1
3055,46,19,68,37,36,71,64,80
3537,32,7,83,4,88,56,84,14
4318,35,44,79,36,45,97,92,10
4946,31,66,7,89,59,5,18,89
6142,73,89,63,45,3,23,30,54
24617,40,65,63,22,43,82,11,33
1542,37,33,65,13,24,6,93,18
33365,0,76,7,31,61,59,35,26
5320,36,66,40,99,4,95,58,58
47331,99,18,14,96,91,59,95,44
39802,38,86,56,69,84,68,75,16
10172,12,28,99,68,19,43,58,86
5189,57,13,23,95,6,56,58,35
48496,5,16,60,85,60,42,33,75
49574,2,47,69,94,61,39,46,83
2932,97,59,37,52,69,89,39,37
33799,21,60,95,84,55,82,20,40
8554,95,50,94,80,87,29,43,14
47558,51,91,71,47,62,74,82,53
42508,55,39,27,67,63,41,10,33
25883,91,27,14,35,36,3,4,30
15045,40,91,87,6,6,12,1,16
42851,37,49,67,92,88,42,12,1
34565,63,50,91,32,65,57,66,97
26841,2,26,64,34,84,76,75,95
42345,16,69,6,73,54,21,5,78
30175,14,89,36,39,18,27,29,26
6727,2,7,56,39,74,93,50,78
7209,60,8,46,67,11,57,20,62
39032,61,64,13,25,55,70,41,10
5096,80,84,40,80,4,36,90,20
47576,43,49,8,62,78,96,60,88
43242,70,69,0,78,79,98,59,69
3806,98,49,69,37,99,44,9,80
37381,69,73,78,36,53,36,60,47
46695,75,60,47,30,39,75,86,83
711,93,81,77,98,24,1,82,31
15304,26,7,35,19,63,80,42,34
13047,35,32,18,86,89,47,7,95
18769,91,65,80,45,71,4,39,87
17145,77,62,43,99,1,24,72,29
8726,83,81,50,47,68,41,44,21
38224,32,62,88,8,26,19,26,22
4639,36,61,39,78,4,81,51,15
1479,91,53,69,81,96,16,96,30
6434,12,32,11,90,1,82,77,0
19468,47,12,64,42,21,45,21,42
6065,93,60,90,57,55,22,79,93
43555,95,83,17,88,94,48,66,47
26668,45,73,30,63,51,50,43,31
49145,31,80,11,1,59,81,12,82
39328,31,87,80,45,68,11,36,42
49438,57,60,30,3,10,69,63,46
16436,37,74,6,22,42,30,67,83
4355,11,91,79,73,48,4,33,33
15937,2,52,93,55,66,0,50,12
18234,33,53,32,75,95,5,58,39
24576,77,98,86,25,7,63,71,77
43208,56,41,70,12,15,89,18,74
795,89,20,52,65,40,66,5,67
41189,82,26,77,16,12,61,62,53
21003,74,69,14,53,86,14,39,97
7466,39,75,69,37,92,75,55,33
16137,98,24,9,26,26,47,38,53
45464,74,2,70,86,17,16,12,94
43051,34,69,61,99,71,22,22,13
43882,8,55,67,80,5,75,63,43
8647,28,37,35,23,0,70,41,23
13020,55,55,75,68,84,45,43,96
34630,73,43,13,70,0,40,35,49
24363,40,49,95,56,30,66,98,45
43049,49,11,37,53,55,74,2,16
17106,20,32,63,46,68,21,98,3
12005,92,45,42,62,55,61,33,11
30028,25,32,93,61,85,24,22,40
34165,71,75,4,91,65,75,23,8
3938,63,23,35,68,55,16,20,5
43103,62,13,10,84,8,70,83,53
40828,13,3,44,14,90,13,90,22
48878,52,63,40,23,83,15,60,46
41620,95,62,1,12,29,79,83,74
1616,75,69,76,92,28,60,98,22
6633,17,25,23,81,49,39,36,57
45049,43,59,10,22,83,34,21,5
42025,66,73,92,25,65,32,55,68
45700,16,10,19,84,82,79,67,71
26566,24,82,47,41,28,29,42,94
19621,57,80,29,11,1,19,51,31
40060,86,88,9,25,73,50,23,88
15372,98,68,17,28,82,70,34,23
40275,95,89,62,80,61,95,3,66
44065,66,70,37,13,16,71,5,16
39568,97,67,8,62,94,33,28,46
1913,59,42,76,89,92,0,16,5
9285,41,5,69,26,98,65,90,43
30763,11,49,80,91,50,81,2,75
27224,44,67,26,3,13,18,52,25
3105,60,85,65,99,26,76,20,59
49629,7,83,3,54,67,59,13,62
33136,32,93,59,97,50,59,2,22
13345,84,87,64,71,58,77,66,98
32083,56,60,10,32,44,18,30,3
22137,56,92,42,51,75,98,50,2
46677,29,73,96,66,36,49,50,89
7362,78,86,8,7,77,11,69,98
34728,70,55,16,66,54,66,26,33
9879,23,55,52,84,44,58,17,56
15086,16,63,1,4,18,58,19,46
30466,72,51,14,59,60,56,49,38
36183,52,97,74,54,25,53,62,52
4627,95,85,82,52,81,76,41,82
38410,66,58,77,8,45,48,12,19
38678,85,73,3,54,60,53,95,99
37080,78,76,15,81,78,64,83,92
44815,16,85,6,20,69,59,78,70
224,28,1,81,22,69,89,7,32
41225,63,1,14,17,56,32,16,64
37041,69,58,41,65,26,3,98,86
18549,87,59,43,61,59,63,50,2
3687,1,72,83,94,97,29,44,64
25710,16,95,3,43,87,17,80,26
2770,94,80,4,92,85,7,47,36
9523,11,7,48,41,25,27,8,98
623,79,4,99,80,86,87,28,92
29594,78,30,44,24,72,47,74,5
49533,92,9,39,98,74,85,69,68
36052,24,16,41,22,26,14,0,58
37441,22,44,30,66,30,43,87,42
10140,93,29,64,60,45,74,1,35
45290,75,82,6,88,3,5,60,13
1020,35,37,15,39,81,57,97,20
3987,37,4,10,39,32,89,47,30
32354,97,83,90,23,85,45,6,13
19341,63,48,92,78,97,70,88,51
45300,45,98,72,87,44,45,62,13
27121,61,16,61,6,58,94,73,57
16185,46,35,35,36,57,42,33,86
32052,61,94,13,76,31,68,57,49
25799,68,87,36,3,29,6,18,78
42000,94,53,61,95,43,21,71,6
44102,95,61,27,23,3,16,67,90
39547,23,52,1,52,77,30,18,7
21276,39,6,97,62,19,11,97,85
5548,39,2,68,68,54,76,64,81
17935,45,68,48,20,81,29,64,40
47993,71,4,98,37,41,41,64,13
30366,75,41,67,36,27,15,74,68
33209,83,3,84,80,74,64,67,37
44287,52,36,32,37,78,67,67,44
43755,87,77,8,44,11,15,28,8
38020,19,39,58,63,40,50,73,56
23763,35,63,25,88,71,16,6,27
48789,9,66,27,93,1,96,12,7
10173,77,92,21,74,51,35,12,49
17649,45,84,93,77,27,61,9,95
12020,35,95,73,11,51,42,78,57
16526,47,74,74,24,96,34,59,36
11831,38,56,76,13,84,69,43,24
32611,18,63,17,52,69,84,19,69
35640,81,63,60,99,92,55,73,24
41087,53,72,9,41,39,89,95,66
27695,55,30,73,30,81,39,39,31
37143,25,70,38,1,58,84,35,94
22371,68,96,99,21,37,53,93,31
19662,12,6,80,74,82,72,19,48
31033,87,44,25,91,79,86,30,94
42124,72,49,23,37,27,90,15,46
16133,93,54,27,58,23,98,8,46
24050,18,2,31,1,24,52,68,2
23482,78,87,22,67,60,33,38,99
23361,49,28,41,19,64,26,47,62
26421,53,17,29,11,27,33,60,61
36642,51,13,31,21,44,89,85,5
39235,33,88,74,38,18,12,33,77
4405,13,26,16,90,4,49,22,9
49507,69,99,67,66,29,26,25,58
20748,25,27,13,7,17,65,63,42
25749,60,44,37,5,6,30,91,14
27396,28,67,40,69,70,86,24,20
48179,68,88,22,2,46,54,26,37
40491,52,74,90,72,99,27,45,63
1377,17,40,86,33,98,85,80,42
2822,94,37,99,79,77,25,49,8
127,9,61,21,58,44,4,6,44
30816,26,42,13,24,7,47,92,49
45551,99,54,69,48,11,58,0,67
24928,47,51,36,65,47,31,89,12
41837,76,97,15,81,45,12,44,2
18048,23,34,39,76,59,20,54,73
40368,74,51,72,14,87,6,77,83
11438,82,53,91,77,97,15,23,71
33441,32,88,12,80,37,95,1,34
17678,32,79,38,2,3,58,23,76
5226,14,39,62,97,32,62,67,9
43630,85,51,34,53,60,23,58,38
45900,14,37,23,84,33,1,85,94
35151,25,55,50,29,46,82,10,0
11895,2,88,37,52,29,46,75,15
47673,61,91,2,23,80,4,37,23
44179,59,5,89,3,37,4,7,93
39385,97,98,26,16,29,18,1,26
31223,86,52,18,32,41,18,8,64
22947,14,74,98,94,88,60,19,52
8999,47,6,82,91,86,9,20,97
43041,5,58,2,69,28,71,17,67
8558,8,23,51,97,66,94,91,50
45790,60,83,36,52,65,97,32,34
19035,3,2,5,6,52,94,42,67
25690,21,36,82,96,38,34,22,84
4611,15,74,84,42,16,21,1,46
42436,62,4,59,56,31,97,79,76
37962,22,47,82,50,90,41,56,40
3394,64,36,58,23,61,90,19,84
41898,42,45,80,53,50,28,90,28
35945,64,0,72,80,95,57,15,78
48005,59,28,66,88,83,58,72,38
39175,15,29,95,45,69,78,30,17
14633,38,15,49,62,93,24,33,45
10354,31,8,58,37,68,66,99,97
33777,94,20,89,16,39,69,63,40
22655,98,42,64,92,30,16,89,32
43584,46,76,6,0,77,55,22,54
24090,69,29,17,96,8,90,9,92
42904,94,96,25,38,2,40,64,38
31431,15,21,52,16,44,68,34,8
39868,67,13,4,29,38,79,79,78
5643,62,68,43,94,44,79,29,42
44733,34,88,83,48,42,3,66,96
22321,8,43,73,15,42,82,93,4
26804,24,49,46,54,58,94,47,24
13164,19,29,84,82,69,98,38,8
20319,43,37,50,90,78,98,66,32
19171,53,22,78,21,35,78,43,39
17957,86,19,98,57,49,97,15,56
47644,70,68,30,8,4,7,6,85
34246,16,55,95,91,85,96,77,88
13905,67,55,94,11,9,50,82,89
29015,41,72,45,32,42,22,15,40
7074,30,82,22,38,33,76,10,67
17964,24,93,96,28,44,44,10,68
11556,61,91,85,19,66,64,36,34
13186,33,89,31,93,7,78,3,71
38054,15,38,72,30,87,21,46,36
39639,57,74,94,77,32,93,92,29
41601,57,90,4,68,28,71,73,99
40159,66,11,49,9,65,71,12,70
19452,52,28,89,59,16,69,8,67
48030,42,2,32,71,45,51,74,58
4670,10,14,75,35,38,87,55,21
1410,90,6,51,29,39,51,9,40
36521,33,74,26,93,91,4,33,50
11812,3,77,89,90,68,83,27,10
10731,55,98,11,29,62,63,39,16
47501,36,86,16,94,79,59,44,98
32749,71,47,52,33,36,95,35,16
44290,51,64,54,1,42,71,23,87
39075,27,83,26,71,79,45,70,45
31266,32,70,36,34,3,59,33,95
1366,13,22,91,76,40,94,5,81
43592,89,57,21,70,53,48,34,21
41074,39,66,92,22,92,36,97,33
29666,60,41,27,94,79,45,88,31
37452,71,85,15,14,47,96,3,57
27436,87,85,1,98,58,65,50,28
5485,28,91,90,73,18,27,84,35
25197,38,46,99,24,0,44,11,4
17146,64,18,86,18,77,28,47,28
30722,40,97,32,21,53,94,98,96
7410,1,97,87,52,65,86,56,66
24906,82,0,28,3,8,32,99,37
41807,48,13,17,17,8,6,48,77
27530,61,36,0,60,36,22,9,0
5124,50,5,65,65,12,90,81,18
11707,47,31,1,7,14,75,83,56
24345,24,9,41,72,82,76,75,75
16993,54,57,30,43,72,11,20,21
18987,77,26,31,1,12,39,99,29
45980,40,76,69,88,92,83,7,76
13013,30,37,47,90,56,38,82,22
40416,79,54,26,8,23,20,16,78
37065,58,38,9,76,19,18,13,94
8083,32,57,89,58,49,4,2,6
3268,22,19,22,57,68,51,66,19
29353,81,7,41,80,31,43,58,8
1790,55,73,54,28,80,38,22,64
10352,60,14,89,31,43,20,53,83
47304,91,8,55,98,53,96,16,30
17196,54,48,55,19,9,5,78,99
33715,70,57,56,3,50,19,55,67
33551,83,29,83,74,42,95,69,9
16718,42,67,59,24,54,33,49,2
18754,18,84,46,67,32,40,6,40
13950,19,60,38,39,9,81,71,21
22924,5,47,46,82,86,55,73,4
8867,1,99,95,51,41,87,32,14
39746,12,7,82,16,29,34,62,31
2876,76,43,77,72,53,79,87,70
21160,87,80,89,14,41,5,62,60
16456,49,55,0,58,85,20,56,95
7301,5,81,77,76,4,34,79,11
26278,60,19,97,59,42,56,21,85
39813,87,59,11,94,60,99,14,30
4513,39,26,61,6,68,29,30,3
4214,77,55,86,89,35,28,11,3
9086,47,68,80,45,48,11,88,25
10785,4,57,83,57,12,69,50,59
39970,56,17,2,11,68,16,94,6
49381,29,32,47,47,20,71,30,82
46368,50,71,84,58,43,96,17,32
35416,25,24,7,48,80,89,48,71
4421,45,19,93,70,56,7,72,63
31847,35,55,39,59,57,74,70,14
13850,40,18,23,76,11,10,85,28
45338,53,25,20,93,46,16,71,47
34516,49,27,39,24,19,13,18,15
16107,48,40,40,0,65,68,99,91
18905,75,17,62,50,67,24,96,28
36570,92,66,7,15,91,27,64,61
13830,55,83,81,65,64,15,99,38
5299,97,3,38,67,9,23,5,41
20746,92,92,72,30,8,68,71,51
16796,85,94,52,72,62,40,9,93
16569,19,35,20,70,63,22,95,9
48275,24,40,54,87,1,4,39,44
5910,98,66,47,23,46,22,78,51
17363,33,71,54,25,25,62,12,82
34839,72,76,97,51,97,38,39,54
49601,46,18,5,91,74,51,37,81
6381,10,64,25,37,93,21,18,10
20529,57,64,87,43,4,85,29,57
28561,81,58,45,99,69,32,37,32
3557,40,77,2,71,55,66,34,69
11465,42,37,47,16,92,74,12,28
35612,54,85,62,30,45,30,39,44
21611,76,12,32,45,62,3,75,49
6849,89,22,91,32,43,70,67,19
3327,91,29,86,83,53,55,51,25
36145,49,8,31,15,13,88,33,0
35454,71,45,79,56,3,99,30,64
12264,90,90,31,23,37,21,15,31
43217,35,11,36,19,93,81,56,52
22400,26,79,94,88,37,59,78,58
36509,47,26,12,9,3,33,50,44
41930,54,46,78,55,96,20,89,38
31969,93,16,98,60,11,89,86,98
6690,65,2,24,62,41,12,70,51
9957,10,76,27,70,79,78,88,36
47586,75,93,37,43,79,93,29,55
4488,99,68,89,10,45,98,68,19
18061,50,30,3,83,21,72,11,41
49910,6,6,51,47,77,14,59,6
47231,52,65,70,25,85,34,50,85
14467,55,35,11,63,32,85,92,13
14757,42,53,28,26,58,73,91,55
47149,83,34,93,64,48,19,36,93
14569,0,8,83,5,37,62,48,95
5999,66,10,17,35,69,64,98,57
10793,52,78,16,23,96,17,45,7
7356,3,47,86,28,51,36,60,42
38354,28,26,98,49,68,35,42,50
38906,93,41,78,46,2,9,67,10
48814,72,98,11,51,8,70,15,33
28982,74,84,94,4,19,39,77,16
27523,93,75,75,0,55,6,30,16
49464,58,19,39,44,52,31,1,68
18514,58,69,51,43,56,30,95,78
40407,97,99,58,42,84,59,85,92
23955,94,91,40,30,94,20,97,2
16615,27,8,56,24,39,22,49,49
25716,63,62,62,84,40,11,0,89
10196,73,65,10,41,50,46,92,88
14947,64,9,30,57,70,52,31,13
40720,15,81,86,86,37,7,39,25
20264,3,26,79,28,41,46,57,21
38705,32,3,99,34,21,12,18,18
34478,47,56,95,52,98,8,2,27
24341,18,54,14,68,58,60,43,23
12366,7,79,12,58,80,81,83,96
26131,7,59,76,94,49,36,84,14
14781,30,0,60,15,17,44,93,21
20676,59,44,54,86,72,64,51,52
43909,80,15,82,1,69,83,36,23
30004,67,89,65,99,90,55,40,8
16687,84,54,69,89,41,93,92,48
30594,81,11,43,80,90,39,58,85
3570,23,1,61,63,40,68,37,15
31477,59,28,13,98,9,0,80,22
47946,95,4,33,24,4,22,89,94
32360,53,31,51,41,93,92,78,59
1559,3,84,0,13,39,43,68,85
36414,30,46,33,76,75,9,72,73
29803,98,27,88,22,60,58,61,51
27475,53,97,85,73,56,76,51,75
11488,15,1,15,17,83,83,18,17
46256,69,91,89,36,63,25,37,6
2986,35,3,94,2,47,71,72,44
2206,56,46,96,42,96,70,76,87
40492,77,96,79,92,80,87,91,24
24516,89,3,80,22,1,92,31,95
26902,35,83,11,43,2,20,40,21
24264,67,5,30,71,3,61,58,28
1267,54,89,11,19,19,49,18,20
41312,71,4,23,66,21,54,70,93
2138,55,97,51,22,29,71,93,35
35398,31,92,96,8,92,18,72,7
34463,68,55,31,28,38,51,35,23
2419,23,22,49,92,65,92,70,17
22002,14,85,90,5,54,97,17,27
9248,78,26,3,5,37,31,42,49
41820,63,79,94,30,44,55,82,94
34224,55,90,64,92,36,34,7,82
27711,30,92,78,45,31,17,33,67
44422,33,97,27,55,54,40,88,43
31269,32,70,16,44,40,5,92,36
7017,54,69,89,4,83,84,89,10
33475,23,29,15,85,99,59,53,97
3215,66,18,61,45,15,88,99,53
21911,22,9,6,40,53,58,60,34
32189,72,33,89,20,10,9,80,1
39717,31,75,49,14,97,31,21,12
9308,23,71,47,64,94,60,23,91
8789,69,43,57,33,91,5,61,76
12948,20,99,58,21,78,35,64,11
15189,35,76,67,77,97,90,75,68
2232,37,51,55,0,71,57,54,6
7867,59,16,25,89,66,65,46,96
49160,48,20,53,72,74,69,99,44
34460,38,71,39,99,50,50,98,12
28466,9,63,89,23,18,39,72,67
38843,46,12,73,18,95,20,98,92
10663,24,42,14,67,67,32,79,18
28145,86,23,34,50,52,44,38,95
45158,29,74,75,30,95,51,22,52
5029,39,7,12,55,63,42,2,16
46241,24,46,39,98,35,23,11,96
19187,58,26,7,8,23,68,71,66
37997,13,23,17,82,10,44,14,47
8964,19,69,68,12,25,74,77,25
41652,62,78,30,0,18,10,74,71
36078,48,13,56,31,75,45,67,86
45477,57,88,48,25,72,0,59,82
34146,74,83,12,23,13,83,76,41
27730,61,88,3,18,53,52,46,24
47166,66,83,4,30,19,61,30,28
29319,64,0,81,74,73,56,94,29
28848,24,50,74,66,32,74,59,36
47440,30,16,39,18,62,33,79,47
41856,22,5,26,17,76,56,4,27
44855,52,70,58,47,15,1,58,13
42522,56,54,36,41,92,2,51,8
49503,77,11,54,94,7,28,88,16
49733,99,22,34,48,60,69,94,49
39923,65,35,33,35,19,85,76,1
35665,85,81,21,40,48,61,53,14
17056,96,38,71,18,96,55,0,2
3321,74,17,44,56,7,1,96,60
15166,5,97,57,38,21,7,65,73
29087,66,22,2,83,26,71,89,25
36515,13,1,19,91,26,35,4,23
18922,70,42,16,25,30,8,20,68
39165,92,41,5,81,94,26,29,49
7893,7,64,40,89,11,86,64,84
767,73,12,6,12,93,90,9,91
13285,8,42,64,13,40,29,96,94
20650,30,3,7,72,49,7,75,23
25668,55,48,17,48,14,79,89,31
13569,62,16,13,55,89,93,93,41
1601,55,96,37,17,86,13,1,96
1953,11,13,11,3,39,56,79,17
2957,58,72,10,64,52,3,41,28
37147,78,17,6,1,84,32,21,5
6219,51,43,84,13,7,72,44,85
15966,80,45,2,32,46,63,93,84
22998,88,84,25,92,85,53,90,70
23505,47,30,62,87,43,25,56,18
38180,27,25,73,11,74,73,56,44
48438,77,39,39,69,91,60,33,92
18248,8,69,34,42,26,30,10,67
37142,76,30,87,85,78,86,61,3
20953,80,81,43,48,95,79,69,76
34542,34,55,55,39,47,99,28,82
11400,79,77,10,78,22,77,35,89
41802,7,81,36,64,56,38,58,73
19776,50,84,86,25,55,99,14,95
41740,27,73,36,1,64,79,88,85
28802,62,78,50,39,35,77,26,94
37922,2,60,78,99,85,70,31,40
1357,94,54,24,74,23,99,14,62
4456,17,31,31,71,61,75,73,98
33456,28,90,57,36,40,0,1,97
25511,71,1,33,83,39,24,76,98
26301,40,43,58,43,41,65,21,62
7516,4,49,13,50,44,41,64,27
8449,91,31,60,59,42,11,36,97
48100,86,88,41,74,12,78,99,69
32559,81,52,4,32,92,18,98,27
15138,91,56,85,66,41,38,81,0
10906,60,68,53,70,56,83,50,28
15177,61,10,27,71,1,28,18,6
45317,24,29,10,18,74,55,22,77
33975,11,58,95,50,51,20,34,35
30590,17,19,59,18,44,85,3,96
22496,75,10,0,93,5,60,73,78
17435,42,26,91,59,41,35,57,0
29811,0,36,46,70,69,5,43,29
16156,5,14,96,1,46,27,72,70
30030,68,64,5,84,14,88,6,5
49813,67,51,18,99,2,23,60,26
32424,63,1,4,55,23,77,1,19
33658,34,25,61,93,74,15,46,66
12820,8,35,53,8,9,62,84,37
31213,7,70,68,91,67,58,14,6
18950,49,20,27,79,29,72,66,2
27343,90,87,65,14,70,57,82,12
14254,24,61,91,29,1,89,18,28
21703,71,34,34,63,9,2,44,66
36995,54,66,77,2,89,1,65,74
46325,31,75,36,80,83,54,95,75
46476,56,96,78,56,80,53,39,14
40099,9,4,71,3,83,17,24,24
7345,98,60,47,38,82,23,91,69
34483,3,7,79,5,9,53,45,28
26138,46,36,2,47,26,38,63,40
25867,4,41,83,19,72,30,41,70
32902,95,93,32,70,70,85,64,82
27174,67,15,15,46,0,39,87,51
10616,17,40,74,3,95,24,32,93
39653,90,94,61,66,64,92,36,28
1806,5,40,95,73,89,47,7,5
34717,30,20,16,74,56,11,45,3
44995,24,79,57,96,20,62,97,70
7020,7,98,1,1,43,95,6,51
39616,74,25,32,61,23,75,28,97
44476,52,42,12,41,14,31,24,34
2926,89,63,41,60,56,35,66,3
43148,68,67,86,3,31,10,25,38
13999,59,30,25,49,4,63,41,30
10069,58,59,32,67,2,62,35,42
11338,38,8,38,60,10,94,26,18
40042,40,98,26,75,64,60,26,15
32830,78,79,86,15,85,12,74,46
30326,99,28,64,92,78,29,20,4
17883,41,30,98,2,81,53,93,51
17793,89,37,99,37,12,24,21,26
39392,97,0,61,92,16,74,88,19
29805,82,36,64,62,52,24,97,96
31560,14,55,55,20,46,16,25,66
9769,37,20,17,3,42,61,8,87
6593,89,87,8,41,29,18,9,78
45668,10,87,5,35,52,77,90,70
9444,89,89,93,0,87,82,68,61
24185,47,61,77,44,21,29,67,49
42574,7,72,76,7,13,97,86,76
11255,62,79,53,47,56,42,39,56
31248,90,56,99,39,59,68,66,78
11041,7,85,32,59,47,5,73,51
16894,74,1,22,71,52,2,39,67
48175,58,18,16,88,3,62,34,80
19623,57,10,98,89,23,69,2,80
33213,35,44,16,99,70,45,4,30
8594,49,57,16,45,5,57,25,95
48661,97,76,2,26,60,33,5,29
20129,40,9,4,17,90,78,99,11
23579,72,28,84,37,27,77,91,91
41957,11,40,37,22,22,77,96,43
22630,28,27,84,83,32,94,23,55
40456,11,91,32,85,78,77,44,81
10300,38,18,66,14,80,65,42,29
35165,76,95,89,76,45,1,97,39
11423,97,41,11,84,12,69,32,6
34513,97,81,15,93,19,50,40,62
3157,79,13,77,82,14,85,18,23
43329,73,63,18,41,24,33,48,2
1742,96,96,44,72,36,72,59,3
33903,75,43,84,39,91,13,63,61
18000,63,34,73,97,94,27,62,8
26379,64,2,69,64,20,82,79,49
38178,95,4,41,42,64,95,18,92
22302,56,79,13,12,99,30,65,45
45472,36,28,66,44,34,29,73,95
35199,61,22,64,66,55,16,14,7
19234,38,49,6,85,46,85,74,89
30841,80,50,8,33,29,28,73,82
17321,97,48,98,75,83,33,58,64
35861,34,33,80,92,4,17,48,16
11139,51,22,17,86,76,24,34,22
4458,68,88,54,25,78,69,5,47
15954,83,73,63,63,4,46,2,40
39477,6,97,96,13,52,99,91,30
33283,5,14,61,97,18,91,19,12
9804,50,66,48,3,22,21,1,75
41298,84,58,42,57,37,65,45,83
43355,38,37,85,15,51,47,45,37
34491,6,50,1,28,94,50,5,42
4550,62,76,80,49,92,66,52,72
18133,0,22,93,42,61,2,2,83
31901,99,48,64,86,94,5,14,6
29837,40,32,92,97,65,64,61,69
44677,45,84,34,74,96,80,19,84
